06-28 16:15:18.835   155   157 D dalvikvm: GC_CONCURRENT freed 109K, 19% free 11367K/13895K, paused 2ms+4ms
06-28 16:15:18.976   155   157 D dalvikvm: GC_CONCURRENT freed 280K, 16% free 11673K/13895K, paused 2ms+3ms
06-28 16:15:19.019   155   171 I PackageManager: /system/app/VideoEditor.apk changed; collecting certs
06-28 16:15:19.125   155   171 I PackageManager: /system/app/VisualizationWallpapers.apk changed; collecting certs
06-28 16:15:19.156   155   157 D dalvikvm: GC_CONCURRENT freed 494K, 15% free 11840K/13895K, paused 2ms+9ms
06-28 16:15:19.187   155   171 I PackageManager: /system/app/VoiceDialer.apk changed; collecting certs
06-28 16:15:19.277   155   171 I PackageManager: /system/app/VoiceSearch.apk changed; collecting certs
06-28 16:15:19.417   155   157 D dalvikvm: GC_CONCURRENT freed 1384K, 20% free 11159K/13895K, paused 3ms+5ms
06-28 16:15:19.511   155   171 I PackageManager: /system/app/VpnDialogs.apk changed; collecting certs
06-28 16:15:19.546   155   157 D dalvikvm: GC_CONCURRENT freed 671K, 21% free 11022K/13895K, paused 2ms+3ms
06-28 16:15:19.554   155   171 I PackageManager: /system/app/WAPPushManager.apk changed; collecting certs
06-28 16:15:19.585   155   171 W PackageParser: Unknown element under <application>: category at /system/app/WiMAXHiddenMenu.apk Binary XML file line #289
06-28 16:15:19.589   155   171 I PackageManager: /system/app/WiMAXHiddenMenu.apk changed; collecting certs
06-28 16:15:19.644   155   171 I PackageManager: /system/app/WiMAXSettings.apk changed; collecting certs
06-28 16:15:19.679   155   157 D dalvikvm: GC_CONCURRENT freed 318K, 20% free 11215K/13895K, paused 2ms+6ms
06-28 16:15:19.734   155   171 I PackageManager: /system/app/gLatinIME.apk changed; collecting certs
06-28 16:15:19.820   155   157 D dalvikvm: GC_CONCURRENT freed 690K, 21% free 11065K/13895K, paused 2ms+4ms
06-28 16:15:19.917   155   157 D dalvikvm: GC_CONCURRENT freed 458K, 20% free 11118K/13895K, paused 1ms+5ms
06-28 16:15:20.046   155   157 D dalvikvm: GC_CONCURRENT freed 232K, 18% free 11410K/13895K, paused 2ms+4ms
06-28 16:15:20.074   155   171 D PackageManager: No files in app dir /vendor/app
06-28 16:15:20.082   155   171 W PackageManager: System package com.google.android.gm no longer exists; wiping its data
06-28 16:15:21.417   155   171 I PackageParser: com.google.android.stardroid: compat added android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE
06-28 16:15:21.750   155   157 D dalvikvm: GC_CONCURRENT freed 273K, 17% free 11644K/13895K, paused 6ms+19ms
06-28 16:15:22.429   155   171 W PackageManager: Package com.metago.astro desires unavailable shared library com.kyocera.dualscreen; ignoring!
06-28 16:15:22.589   155   171 W PackageParser: Unknown element under <manifest>: meta-data at /data/app/com.google.android.youtube-2.apk Binary XML file line #62
06-28 16:15:22.632   155   171 W ResourceType: Failure getting entry for 0x7f0b002d (t=10 e=45) in package 0 (error -75)
06-28 16:15:22.917   155   157 D dalvikvm: GC_CONCURRENT freed 859K, 18% free 11441K/13895K, paused 2ms+4ms
06-28 16:15:23.027   155   171 I PackageManager: Time to scan packages: 15.263 seconds
06-28 16:15:23.031   155   171 W PackageManager: Removing dangling permission: com.google.android.gm.permission.WRITE_GMAIL from package com.google.android.gm
06-28 16:15:23.031   155   171 W PackageManager: Removing dangling permission: com.google.android.gm.permission.READ_CONTENT_PROVIDER from package com.google.android.gm
06-28 16:15:23.031   155   171 W PackageManager: Removing dangling permission: com.google.android.gm.permission.READ_GMAIL from package com.google.android.gm
06-28 16:15:23.031   155   171 W PackageManager: Removing dangling permission: com.google.android.gm.permission.AUTO_SEND from package com.google.android.gm
06-28 16:15:23.035   155   171 W PackageManager: Unknown permission com.android.vending.permission.UPDATE_MARKET_FAILURE in package com.android.vending.updater
06-28 16:15:23.035   155   171 W PackageManager: Unknown permission android.permission.ADD_SYSTEM_SERVICE in package com.android.phone
06-28 16:15:23.039   155   171 W PackageManager: Unknown permission com.google.android.gm.permission.AUTO_SEND in package com.google.android.voicesearch
06-28 16:15:23.042   155   171 W PackageManager: Unknown permission com.android.vending.billing.IBillingAccountService.BIND2 in package com.google.android.gsf.login
06-28 16:15:23.042   155   171 W PackageManager: Not granting permission android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS to package com.android.browser (protectionLevel=2 flags=0x9be45)
06-28 16:15:23.042   155   171 W PackageManager: Unknown permission com.google.android.gm.permission.READ_GMAIL in package com.google.android.talk
06-28 16:15:23.042   155   171 W PackageManager: Not granting permission android.permission.WRITE_SECURE_SETTINGS to package com.whatsapp (protectionLevel=3 flags=0xbe44)
06-28 16:15:23.046   155   171 W PackageManager: Unknown permission android.permission.READ_OWNER_DATA in package com.google.android.setupwizard
06-28 16:15:23.046   155   171 W PackageManager: Unknown permission android.permission.WRITE_OWNER_DATA in package com.google.android.setupwizard
06-28 16:15:23.050   155   171 W PackageManager: Unknown permission android.permission.WRITE_CDMA_CARRIER_SETTINGS in package com.android.sprintmenu
06-28 16:15:23.050   155   171 W PackageManager: Unknown permission android.permission.CHANGE_DUN_STATE in package com.android.sprintmenu
06-28 16:15:23.050   155   171 W PackageManager: Unknown permission android.permission.READ_EXTERNAL_STORAGE in package com.android.videoeditor
06-28 16:15:23.054   155   171 W PackageManager: Unknown permission com.google.android.gm.permission.READ_GMAIL in package com.google.android.apps.uploader
06-28 16:15:23.054   155   171 W PackageManager: Unknown permission android.permission.READ_EXTERNAL_STORAGE in package com.android.vending
06-28 16:15:23.062   155   171 W PackageManager: Unknown permission com.sprint.internal.permission.CONNECTIONMANAGER in package com.samsung.update
06-28 16:15:23.062   155   171 W PackageManager: Unknown permission com.sprint.internal.permission.SYSTEMPROPERTIES in package com.samsung.update
06-28 16:15:23.062   155   171 W PackageManager: Unknown permission com.sprint.internal.permission.SYSTEMPROPERTIES_WRITE in package com.samsung.update
06-28 16:15:23.062   155   171 W PackageManager: Unknown permission com.android.providers.im.permission.READ_ONLY in package com.google.android.apps.maps
06-28 16:15:23.062   155   171 W PackageManager: Not granting permission android.permission.DEVICE_POWER to package com.android.deskclock (protectionLevel=2 flags=0x8be45)
