06-19 16:14:33.488 29592 29592 I com.xabber.android.data.connection.AccountItem@4133fcd8: onClose 1095259864 - 30, true
06-19 16:14:33.488 29592 29592 I com.xabber.android.data.roster.RosterManager@4130cf98: onDisconnect
06-19 16:14:33.703 30802 30802 I ActivityThread: Pub downloads: com.android.providers.downloads.DownloadProvider
06-19 16:14:33.890 30802 30802 I ActivityThread: Pub drm: com.android.providers.drm.DrmProvider
06-19 16:14:33.894 30802 30817 I DownloadManager: in removeSpuriousFiles
06-19 16:14:33.921 30802 30817 I DownloadManager: deleting spurious file /cache/backup
06-19 16:14:33.925 30802 30802 I ActivityThread: Pub media: com.android.providers.media.MediaProvider
06-19 16:14:35.750 30802 30804 D dalvikvm: GC_CONCURRENT freed 340K, 5% free 9191K/9607K, paused 78ms+6ms
06-19 16:14:35.890   142   916 I ActivityManager: Start proc com.google.android.apps.uploader for broadcast com.google.android.apps.uploader/.ConnectivityBroadcastReceiver: pid=30821 uid=10031 gids={3003}
06-19 16:14:35.921 30821 30821 I dalvikvm: Turning on JNI app bug workarounds for target SDK version 11...
06-19 16:14:36.043   142   145 D dalvikvm: GC_CONCURRENT freed 1352K, 26% free 19883K/26823K, paused 3ms+9ms
06-19 16:14:36.136   142   922 I ActivityManager: Process com.spotify.mobile.android.service (pid 30730) has died.
06-19 16:14:36.136   142   922 W ActivityManager: Scheduling restart of crashed service com.spotify.mobile.android.ui/com.spotify.mobile.android.service.SpotifyService in 80000ms
06-19 16:14:36.269 30821 30821 I ActivityThread: Pub com.google.android.apps.uploader: com.google.android.apps.uploader.UploadsContentProvider
06-19 16:14:36.273 30821 30821 I ActivityThread: Pub com.google.photos.provider.Album: com.google.android.apps.uploader.clients.picasa.AlbumProvider
06-19 16:14:36.277 30821 30821 D MediaUploader: UploaderApplication.onCreate
06-19 16:14:36.363 30821 30821 D MediaUploader: nonWifiLimit=20971520, default=20971520
06-19 16:14:36.367 30821 30821 I MediaUploader: No need to wake up
06-19 16:14:36.379 30647 30647 I PhoneLab-WiFiReceiver: Wi-Fi is disconnected!
06-19 16:14:36.636   142   142 I ActivityManager: Start proc com.google.android.apps.docs for broadcast com.google.android.apps.docs/.receivers.NetworkChangeReceiver: pid=30838 uid=10069 gids={3003, 1015, 1006}
06-19 16:14:36.699 30589 30855 D PicasaSync: sync account database
06-19 16:14:36.793 30589 30591 D dalvikvm: GC_CONCURRENT freed 789K, 8% free 11708K/12615K, paused 5ms+3ms
06-19 16:14:36.832 30589 30855 D PicasaSync: accounts in DB=1
06-19 16:14:36.855 30838 30838 I ActivityThread: Pub com.google.android.apps.docs.files: com.google.android.apps.docs.sync.filemanager.FileProvider
06-19 16:14:36.867 30838 30838 I ActivityThread: Pub com.google.android.apps.docs.doclist.search_suggest: com.google.android.apps.docs.doclist.DocListGlobalSearchSuggestionProvider
06-19 16:14:36.871 30589 30855 D PicasaSyncManager: active network: null
06-19 16:14:36.882 30589 30855 D PicasaSyncManager: background data: true
06-19 16:14:36.933 30838 30838 V /ContextScope.java:112: 16:14:36.933 main Contexts in the main scope map after inserting com.google.android.apps.docs.editors.EditorsApplication@41345d50: com.google.android.apps.docs.editors.EditorsApplication@41345d50
06-19 16:14:36.976   142   294 D dalvikvm: GC_EXPLICIT freed 310K, 27% free 19810K/26823K, paused 4ms+13ms
06-19 16:14:37.000 30838 30839 D dalvikvm: GC_CONCURRENT freed 229K, 4% free 9306K/9607K, paused 2ms+2ms
06-19 16:14:37.050 30589 30855 D PicasaSyncManager: battery info: false
06-19 16:14:37.132 30838 30839 D dalvikvm: GC_CONCURRENT freed 458K, 6% free 9396K/9927K, paused 1ms+2ms
06-19 16:14:37.222 30838 30839 D dalvikvm: GC_CONCURRENT freed 542K, 7% free 9375K/9991K, paused 1ms+2ms
06-19 16:14:37.332 30838 30839 D dalvikvm: GC_CONCURRENT freed 469K, 6% free 9397K/9991K, paused 2ms+3ms
06-19 16:14:37.429 30838 30839 D dalvikvm: GC_CONCURRENT freed 440K, 6% free 9465K/9991K, paused 2ms+2ms
06-19 16:14:37.527 30838 30839 D dalvikvm: GC_CONCURRENT freed 493K, 6% free 9487K/10055K, paused 2ms+3ms
06-19 16:14:37.632 30838 30839 D dalvikvm: GC_CONCURRENT freed 490K, 6% free 9553K/10119K, paused 2ms+2ms
06-19 16:14:37.738 30838 30839 D dalvikvm: GC_CONCURRENT freed 538K, 6% free 9574K/10183K, paused 2ms+2ms
06-19 16:14:37.871 30838 30839 D dalvikvm: GC_CONCURRENT freed 421K, 6% free 9655K/10183K, paused 1ms+3ms
06-19 16:14:38.011 30838 30839 D dalvikvm: GC_CONCURRENT freed 453K, 6% free 9702K/10247K, paused 2ms+3ms
06-19 16:14:38.156 30838 30839 D dalvikvm: GC_CONCURRENT freed 461K, 6% free 9773K/10311K, paused 2ms+2ms
06-19 16:14:38.285 30838 30839 D dalvikvm: GC_CONCURRENT freed 514K, 6% free 9783K/10375K, paused 2ms+2ms
06-19 16:14:38.320 30838 30838 D /Ln.java:220: 16:14:38.322 main Configuring Logging, minimum log level is INFO
06-19 16:14:38.347 30838 30838 D DocListDatabase: openHelper points on new database: DocList.db
06-19 16:14:38.347 30838 30838 D DocListDatabase: in openWriteDatabase
06-19 16:14:38.398 30838 30838 W ND      : Could not load Finalizer in its own class loader. Loading Finalizer in the current class loader instead. As a result, you will not be able to garbage collect this class loader. To support reclaiming this class loader, either resolve the underlying issue, or move Google Collections to your system class path.
06-19 16:14:38.398 30838 30838 W ND      : java.io.FileNotFoundException: com/google/inject/internal/Finalizer.class
06-19 16:14:38.398 30838 30838 W ND      : 	at NE.a(FinalizableReferenceQueue.java:269)
06-19 16:14:38.398 30838 30838 W ND      : 	at NE.a(FinalizableReferenceQueue.java:253)
06-19 16:14:38.398 30838 30838 W ND      : 	at ND.a(FinalizableReferenceQueue.java:175)
06-19 16:14:38.398 30838 30838 W ND      : 	at ND.<clinit>(FinalizableReferenceQueue.java:100)
06-19 16:14:38.398 30838 30838 W ND      : 	at OT.<clinit>(MapMaker.java:787)
06-19 16:14:38.398 30838 30838 W ND      : 	at Ph.<init>(MapMaker.java:946)
06-19 16:14:38.398 30838 30838 W ND      : 	at Pb.a(MapMaker.java:312)
06-19 16:14:38.398 30838 30838 W ND      : 	at OX.a(MapMaker.java:498)
06-19 16:14:38.398 30838 30838 W ND      : 	at OX.a(MapMaker.java:419)
06-19 16:14:38.398 30838 30838 W ND      : 	at Nb.get(CustomConcurrentHashMap.java:2029)
06-19 16:14:38.398 30838 30838 W ND      : 	at MM.a(BytecodeGen.java:149)
06-19 16:14:38.398 30838 30838 W ND      : 	at MM.a(BytecodeGen.java:132)
06-19 16:14:38.398 30838 30838 W ND      : 	at MX.a(ConstructionContext.java:80)
06-19 16:14:38.398 30838 30838 W ND      : 	at KG.a(ConstructorInjector.java:70)
06-19 16:14:38.398 30838 30838 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-19 16:14:38.398 30838 30838 W ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-19 16:14:38.398 30838 30838 W ND      : 	at Li.a(InjectorImpl.java:811)
06-19 16:14:38.398 30838 30838 W ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-19 16:14:38.398 30838 30838 W ND      : 	at Mc.a(Scopes.java:54)
06-19 16:14:38.398 30838 30838 W ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-19 16:14:38.398 30838 30838 W ND      : 	at KR.a(FactoryProxy.java:56)
06-19 16:14:38.398 30838 30838 W ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-19 16:14:38.398 30838 30838 W ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-19 16:14:38.398 30838 30838 W ND      : 	at KG.a(ConstructorInjector.java:84)
06-19 16:14:38.398 30838 30838 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-19 16:14:38.398 30838 30838 W ND      : 	at KR.a(FactoryProxy.java:56)
06-19 16:14:38.398 30838 30838 W ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-19 16:14:38.398 30838 30838 W ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-19 16:14:38.398 30838 30838 W ND      : 	at KG.a(ConstructorInjector.java:84)
06-19 16:14:38.398 30838 30838 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-19 16:14:38.398 30838 30838 W ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-19 16:14:38.398 30838 30838 W ND      : 	at Li.a(InjectorImpl.java:811)
06-19 16:14:38.398 30838 30838 W ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-19 16:14:38.398 30838 30838 W ND      : 	at Mc.a(Scopes.java:54)
06-19 16:14:38.398 30838 30838 W ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-19 16:14:38.398 30838 30838 W ND      : 	at Lg.a(InjectorBuilder.java:200)
06-19 16:14:38.398 30838 30838 W ND      : 	at Lg.a(InjectorBuilder.java:194)
06-19 16:14:38.398 30838 30838 W ND      : 	at Li.a(InjectorImpl.java:804)
06-19 16:14:38.398 30838 30838 W ND      : 	at Lf.a(InjectorBuilder.java:194)
06-19 16:14:38.398 30838 30838 W ND      : 	at Lf.b(InjectorBuilder.java:176)
06-19 16:14:38.398 30838 30838 W ND      : 	at Lf.a(InjectorBuilder.java:113)
06-19 16:14:38.398 30838 30838 W ND      : 	at KS.a(Guice.java:92)
06-19 16:14:38.398 30838 30838 W ND      : 	at roboguice.application.RoboApplication.b(RoboApplication.java:146)
06-19 16:14:38.398 30838 30838 W ND      : 	at roboguice.application.RoboApplication.a(RoboApplication.java:84)
06-19 16:14:38.398 30838 30838 W ND      : 	at com.google.android.apps.docs.GuiceContentProvider.a(GuiceContentProvider.java:36)
06-19 16:14:38.398 30838 30838 W ND      : 	at com.google.android.apps.docs.GuiceContentProvider.onCreate(GuiceContentProvider.java:27)
06-19 16:14:38.398 30838 30838 W ND      : 	at com.google.android.apps.docs.doclist.BaseSearchSuggestionProvider.onCreate(BaseSearchSuggestionProvider.java:88)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.content.ContentProvider.attachInfo(ContentProvider.java:944)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.app.ActivityThread.installProvider(ActivityThread.java:4237)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.app.ActivityThread.installContentProviders(ActivityThread.java:3992)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:3946)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.app.ActivityThread.access$1300(ActivityThread.java:123)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1185)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.os.Handler.dispatchMessage(Handler.java:99)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.os.Looper.loop(Looper.java:137)
06-19 16:14:38.398 30838 30838 W ND      : 	at android.app.ActivityThread.main(ActivityThread.java:4424)
06-19 16:14:38.398 30838 30838 W ND      : 	at java.lang.reflect.Method.invokeNative(Native Method)
06-19 16:14:38.398 30838 30838 W ND      : 	at java.lang.reflect.Method.invoke(Method.java:511)
