06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/LogSource;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/Jdk14Logger;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/LogFactoryImpl;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/NoOpLog;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/SimpleLog$1;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/SimpleLog;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/WeakHashtable$1;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/WeakHashtable$Entry;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/WeakHashtable$Referenced;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/WeakHashtable$WeakKey;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/commons/logging/impl/WeakHashtable;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/ConnectionClosedException;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/ConnectionReuseStrategy;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/Header;' has an earlier definition; blocking out
06-22 13:17:54.035  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/FormattedHeader;' has an earlier definition; blocking out
06-22 13:17:54.054  2539  2539 D SAN_SERVICE: *******************************************
06-22 13:17:54.054  2539  2539 D SAN_SERVICE: DM App Phone Service State - 0
06-22 13:17:54.054  2539  2539 D SAN_SERVICE: *******************************************
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HeaderElement;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HeaderElementIterator;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HeaderIterator;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpConnection;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpClientConnection;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpConnectionMetrics;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpEntity;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpMessage;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpRequest;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpEntityEnclosingRequest;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpException;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpHost;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpInetConnection;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpRequestFactory;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpRequestInterceptor;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpResponse;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpResponseFactory;' has an earlier definition; blocking out
06-22 13:17:54.058  9103  9103 D dalvikvm: DexOpt: 'Lorg/apache/http/HttpResponseInterceptor;' has an earlier definition; blocking out
