what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1349373522292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373534253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373548462
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1349373574786
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349373576390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373594964
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373641046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373651924
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373698525
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1349373737266
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1349373756506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373765361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373765677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373773084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373773399
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1349373777806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1349373779431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1349373779956
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1349373781038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373844492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373846547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349373848297
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349373848683
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1349373859458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373906956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373907223
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1349373909267
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373913912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349373985826
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349373989416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349374024160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349374024371
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349374100404
