07-22 13:13:47.058   144 29906 I ActivityManager: Start proc com.google.android.apps.maps:LocationFriendService for service com.google.android.apps.maps/com.google.googlenav.friend.reporting.LocationReceiverService: pid=9585 uid=10056 gids={3003, 1015}
07-22 13:13:47.160  8904  8907 D dalvikvm: GC_CONCURRENT freed 523K, 6% free 10553K/11207K, paused 2ms+39ms
07-22 13:13:47.207  9585  9588 D dalvikvm: GC_CONCURRENT freed 173K, 3% free 9363K/9607K, paused 2ms+6ms
07-22 13:13:47.277   144   359 I ActivityManager: Process com.twitter.android (pid 9547) has died.
07-22 13:13:47.398  9585  9588 D dalvikvm: GC_CONCURRENT freed 137K, 3% free 9678K/9927K, paused 2ms+3ms
07-22 13:13:47.910  9585  9588 D dalvikvm: GC_CONCURRENT freed 337K, 5% free 9849K/10311K, paused 1ms+3ms
07-22 13:13:48.015  9585  9592 I dalvikvm: Total arena pages for JIT: 11
07-22 13:13:48.019  9585  9592 I dalvikvm: Total arena pages for JIT: 12
07-22 13:13:48.019  9585  9592 I dalvikvm: Total arena pages for JIT: 13
07-22 13:13:48.019  9585  9592 I dalvikvm: Total arena pages for JIT: 14
07-22 13:13:48.023  9585  9592 I dalvikvm: Total arena pages for JIT: 15
07-22 13:13:48.023  9585  9592 I dalvikvm: Total arena pages for JIT: 16
07-22 13:13:48.023  9585  9592 I dalvikvm: Total arena pages for JIT: 17
07-22 13:13:48.136  9585  9588 D dalvikvm: GC_CONCURRENT freed 411K, 5% free 9959K/10439K, paused 2ms+2ms
07-22 13:13:48.488  9585  9588 D dalvikvm: GC_CONCURRENT freed 268K, 4% free 10102K/10503K, paused 6ms+3ms
07-22 13:13:49.246  9585  9588 D dalvikvm: GC_CONCURRENT freed 263K, 4% free 10304K/10695K, paused 4ms+7ms
07-22 13:13:52.379   358   358 D dalvikvm: GC_EXPLICIT freed <1K, 6% free 9100K/9607K, paused 50ms+2ms
07-22 13:13:57.382 18569 18569 D dalvikvm: GC_EXPLICIT freed <1K, 27% free 12261K/16583K, paused 25ms+3ms
07-22 13:14:05.230  7089  7089 D dalvikvm: GC_EXPLICIT freed 36K, 7% free 10021K/10759K, paused 5ms+3ms
07-22 13:14:07.773   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:07.773   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:07.773   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:13.000   144   160 D dalvikvm: GC_EXPLICIT freed 1378K, 20% free 18594K/23047K, paused 46ms+9ms
07-22 13:14:14.257   144   385 D dalvikvm: GC_EXPLICIT freed 102K, 20% free 18493K/23047K, paused 40ms+8ms
07-22 13:14:14.347   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:14.347   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:14.347   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:15.836   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:15.836   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:15.836   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:16.046 30107 30107 W GeckoApp: onLocationChanged Location[mProvider=network,mTime=1342977256041,mLatitude=43.0023284,mLongitude=-78.7865502,mHasAltitude=false,mAltitude=0.0,mHasSpeed=false,mSpeed=0.0,mHasBearing=false,mBearing=0.0,mHasAccuracy=true,mAccuracy=30.0,mExtras=Bundle[mParcelledData.dataSize=148]]
07-22 13:14:16.656   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:16.656   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:16.656   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:20.480  8417  8433 I PhoneLab-: Service Running
07-22 13:14:20.582  8417  8433 I PhoneLab-LoggerService: app_37    1303  1     1440   1004  c00f181c 400107b4 S logcat
07-22 13:14:20.582  8417  8433 I PhoneLab-LoggerService: Logcat pid from database 1303
07-22 13:14:20.582  8417  8433 I PhoneLab-LoggerService: Logcat process found 1303
07-22 13:14:20.582  8417  8433 I PhoneLab-LoggerService: Checking Threshold
07-22 13:14:20.593  8417  8433 I PhoneLab-LoggerService: Starting to rename files
07-22 13:14:20.593  8417  8433 I PhoneLab-LoggerService: Files found .. 2
07-22 13:14:20.593  8417  8433 I PhoneLab-LoggerService: File 1 log.out.1
07-22 13:14:20.597  8417  8433 I PhoneLab-LoggerService: Renamed successfully
07-22 13:14:22.691 17923 17923 D dalvikvm: GC_EXPLICIT freed <1K, 20% free 10237K/12679K, paused 16ms+2ms
07-22 13:14:26.441   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:26.441   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:26.441   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:27.711   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:27.711   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:27.711   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:28.421   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:28.421   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:28.421   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:33.570   347   347 D dalvikvm: GC_EXPLICIT freed 190K, 9% free 11890K/12999K, paused 13ms+3ms
07-22 13:14:34.437   144  1185 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-22 13:14:35.953   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:35.953   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:35.953   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:38.449   144  1184 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-22 13:14:38.691   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:38.691   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:38.691   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:39.468   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:39.468   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:39.468   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:40.199   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:40.199   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:40.199   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:40.433   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:40.433   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:40.433   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:40.957   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:40.957   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:40.957   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:41.433   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:41.433   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:41.433   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:44.945   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:44.945   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:44.945   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:45.125   144 14395 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-22 13:14:45.125   347   347 D SystemClock: Setting time of day to sec=1342977285
07-22 13:14:45.098   144   161 I ActivityManager: Start proc com.android.calendar for broadcast com.android.calendar/.widget.CalendarAppWidgetService$CalendarFactory: pid=9615 uid=10005 gids={3003}
07-22 13:14:45.126   144   359 I ActivityManager: Process com.google.android.apps.maps:LocationFriendService (pid 9585) has died.
07-22 13:14:45.177  9615  9615 I ActivityThread: Pub com.android.calendar.CalendarRecentSuggestionsProvider: com.android.calendar.CalendarRecentSuggestionsProvider
07-22 13:14:45.391   144   144 I ActivityManager: Start proc com.android.deskclock for broadcast com.android.deskclock/.AlarmInitReceiver: pid=9631 uid=10011 gids={}
07-22 13:14:45.427    79    79 D dalvikvm: GC_EXPLICIT freed 37K, 4% free 9031K/9347K, paused 5ms+8ms
07-22 13:14:45.446    79    79 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9031K/9347K, paused 2ms+2ms
07-22 13:14:45.470    79    79 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9031K/9347K, paused 2ms+1ms
07-22 13:14:45.477   144 30155 I ActivityManager: Start proc com.android.providers.calendar for content provider com.android.providers.calendar/.CalendarProvider2: pid=9644 uid=10006 gids={3003, 1015}
07-22 13:14:45.556  9644  9644 I ActivityThread: Pub com.android.calendar: com.android.providers.calendar.CalendarProvider2
07-22 13:14:45.579  9631  9631 I ActivityThread: Pub com.android.deskclock: com.android.deskclock.AlarmProvider
07-22 13:14:45.723  9631  9657 V AlarmClock: AlarmInitReceiver finished
07-22 13:14:45.790   144 30155 I ActivityManager: Process com.android.deskclock (pid 9631) has died.
07-22 13:14:45.962  7089  7092 D dalvikvm: GC_CONCURRENT freed 425K, 7% free 10042K/10759K, paused 3ms+3ms
07-22 13:14:46.602   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:46.602   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:46.602   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:46.716  9644  9644 I CalendarProvider2: Sending notification intent: Intent { act=android.intent.action.PROVIDER_CHANGED dat=content://com.android.calendar }
07-22 13:14:46.720  9644  9644 W ContentResolver: Failed to get type for: content://com.android.calendar (Unknown URL content://com.android.calendar)
07-22 13:14:46.786   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:46.786   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:46.786   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:46.934   144  8560 I ActivityManager: Start proc com.google.android.apps.maps:LocationFriendService for service com.google.android.apps.maps/com.google.googlenav.friend.reporting.LocationReceiverService: pid=9665 uid=10056 gids={3003, 1015}
07-22 13:14:47.040   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:47.040   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:47.040   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:47.067  9665  9668 D dalvikvm: GC_CONCURRENT freed 156K, 3% free 9380K/9607K, paused 11ms+2ms
07-22 13:14:47.141   144   335 I ActivityManager: Process com.android.providers.calendar (pid 9644) has died.
07-22 13:14:47.384  9665  9668 D dalvikvm: GC_CONCURRENT freed 159K, 3% free 9700K/9991K, paused 6ms+5ms
07-22 13:14:47.649  9665  9668 D dalvikvm: GC_CONCURRENT freed 317K, 4% free 9845K/10247K, paused 1ms+3ms
07-22 13:14:47.723  9665  9672 I dalvikvm: Total arena pages for JIT: 11
07-22 13:14:47.723  9665  9672 I dalvikvm: Total arena pages for JIT: 12
07-22 13:14:47.723  9665  9672 I dalvikvm: Total arena pages for JIT: 13
07-22 13:14:47.727  9665  9672 I dalvikvm: Total arena pages for JIT: 14
07-22 13:14:47.727  9665  9672 I dalvikvm: Total arena pages for JIT: 15
07-22 13:14:47.731  9665  9672 I dalvikvm: Total arena pages for JIT: 16
07-22 13:14:47.731  9665  9672 I dalvikvm: Total arena pages for JIT: 17
07-22 13:14:47.833  9665  9668 D dalvikvm: GC_CONCURRENT freed 409K, 5% free 9955K/10439K, paused 1ms+2ms
07-22 13:14:47.880   144  1185 I ActivityManager: Process com.android.calendar (pid 9615) has died.
07-22 13:14:49.411   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:49.411   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:49.411   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:50.141   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:50.141   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:50.141   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:50.411   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:50.411   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:50.411   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:50.923   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:50.923   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:50.923   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:50.985  8904  8907 D dalvikvm: GC_CONCURRENT freed 385K, 6% free 10553K/11207K, paused 6ms+3ms
07-22 13:14:51.016   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:51.020   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:51.020   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:51.653   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:51.657   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:51.657   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:52.145   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:52.145   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:52.145   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:58.223   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:58.223   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:58.223   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:58.727   347   347 D SAN_SERVICE: *******************************************
07-22 13:14:58.727   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:14:58.727   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:01.048 30107 30107 W GeckoApp: onLocationChanged Location[mProvider=network,mTime=1342977301043,mLatitude=43.002432,mLongitude=-78.7864334,mHasAltitude=false,mAltitude=0.0,mHasSpeed=false,mSpeed=0.0,mHasBearing=false,mBearing=0.0,mHasAccuracy=true,mAccuracy=30.0,mExtras=Bundle[mParcelledData.dataSize=148]]
07-22 13:15:02.727   144   156 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-22 13:15:06.309   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:06.309   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:15:06.309   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:07.063   144   359 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-22 13:15:07.071   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:07.071   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:15:07.071   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:09.638   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:09.638   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:15:09.638   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:09.864   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:09.864   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:15:09.864   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:19.774   358   358 D dalvikvm: GC_EXPLICIT freed <1K, 6% free 9100K/9607K, paused 9ms+2ms
07-22 13:15:24.790 18569 18569 D dalvikvm: GC_EXPLICIT freed <1K, 27% free 12261K/16583K, paused 9ms+3ms
07-22 13:15:27.497   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:27.497   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:15:27.497   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:27.743   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:27.743   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:15:27.743   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:28.493   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:28.493   347   347 D SAN_SERVICE: DM App Phone Service State - 0
07-22 13:15:28.493   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:28.817   347   347 D SAN_SERVICE: *******************************************
07-22 13:15:28.817   347   347 D SAN_SERVICE: DM App Phone Service State - 0
