07-19 13:53:57.768 31087 31090 D dalvikvm: GC_CONCURRENT freed 873K, 12% free 12015K/13575K, paused 2ms+4ms
07-19 13:54:02.737    81   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
07-19 13:54:02.737    81   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
07-19 13:54:08.202    81   122 D AudioHardware: AudioHardware pcm playback is going to standby.
07-19 13:54:08.202    81   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
07-19 13:54:17.151 32036 32037 D dalvikvm: GC_CONCURRENT freed 565K, 6% free 10434K/11079K, paused 1ms+3ms
07-19 13:54:17.292 31339 31341 D dalvikvm: GC_CONCURRENT freed 417K, 8% free 10157K/11015K, paused 2ms+2ms
07-19 13:54:32.745    81   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
07-19 13:54:32.745    81   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
07-19 13:54:36.089    81   122 D AudioHardware: AudioHardware pcm playback is going to standby.
07-19 13:54:36.089    81   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
07-19 13:54:56.905   144  1167 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:54:58.882   144   378 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:55:02.003    81   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
07-19 13:55:02.003    81   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
07-19 13:55:02.866   144   155 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:55:02.905 31087 31090 D dalvikvm: GC_CONCURRENT freed 875K, 12% free 12016K/13575K, paused 77ms+5ms
07-19 13:55:05.350    81   122 D AudioHardware: AudioHardware pcm playback is going to standby.
07-19 13:55:05.350    81   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
07-19 13:55:13.612   321   322 D dalvikvm: GC_CONCURRENT freed 552K, 17% free 11038K/13191K, paused 10ms+3ms
07-19 13:55:17.370 31339 31341 D dalvikvm: GC_CONCURRENT freed 390K, 8% free 10186K/11015K, paused 2ms+8ms
07-19 13:55:17.530 31339 31341 D dalvikvm: GC_CONCURRENT freed 207K, 6% free 10424K/11015K, paused 7ms+3ms
07-19 13:55:25.171 32604 32617 I PhoneLab-: Service Running
07-19 13:55:25.210 32604 32617 I PhoneLab-LoggerService: app_37    1395  1     1432   984   c00f181c 400107b4 S logcat
07-19 13:55:25.214 32604 32617 I PhoneLab-LoggerService: Logcat pid from database 1395
07-19 13:55:25.214 32604 32617 I PhoneLab-LoggerService: Logcat process found 1395
07-19 13:55:25.214 32604 32617 I PhoneLab-LoggerService: Checking Threshold
07-19 13:55:25.214 32604 32617 I PhoneLab-LoggerService: Starting to rename files
07-19 13:55:25.214 32604 32617 I PhoneLab-LoggerService: Files found .. 2
07-19 13:55:25.218 32604 32617 I PhoneLab-LoggerService: File 1 log.out.1
07-19 13:55:25.272 32604 32617 I PhoneLab-LoggerService: Renamed successfully
07-19 13:55:26.807    81   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
07-19 13:55:26.807    81   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
07-19 13:55:30.620    81   122 D AudioHardware: AudioHardware pcm playback is going to standby.
07-19 13:55:30.620    81   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
07-19 13:55:37.296    81   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
07-19 13:55:37.296    81   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
07-19 13:55:42.780    81   122 D AudioHardware: AudioHardware pcm playback is going to standby.
07-19 13:55:42.780    81   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
07-19 13:56:04.194   144 12390 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:56:05.151   144  1168 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:56:05.163   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:05.163   346   346 D SAN_SERVICE: DM App Phone Service State - 0
07-19 13:56:05.163   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:07.538    81   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
07-19 13:56:07.538    81   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
07-19 13:56:13.003    81   122 D AudioHardware: AudioHardware pcm playback is going to standby.
07-19 13:56:13.007    81   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
07-19 13:56:14.233   144   390 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:56:15.214   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:15.214   346   346 D SAN_SERVICE: DM App Phone Service State - 0
07-19 13:56:15.214   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:17.288 32036 32037 D dalvikvm: GC_CONCURRENT freed 516K, 6% free 10430K/11079K, paused 26ms+3ms
07-19 13:56:17.432 31339 31341 D dalvikvm: GC_CONCURRENT freed 714K, 8% free 10221K/11015K, paused 6ms+3ms
07-19 13:56:23.038   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:23.038   346   346 D SAN_SERVICE: DM App Phone Service State - 0
07-19 13:56:23.038   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:23.151   144 12390 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:56:31.265   144   390 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
07-19 13:56:33.362   215   217 D dalvikvm: GC_CONCURRENT freed 455K, 57% free 9949K/22727K, paused 47ms+3ms
07-19 13:56:37.487   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:37.487   346   346 D SAN_SERVICE: DM App Phone Service State - 0
07-19 13:56:37.487   346   346 D SAN_SERVICE: *******************************************
07-19 13:56:46.999    81   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
07-19 13:56:46.999    81   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
07-19 13:56:50.350    81   122 D AudioHardware: AudioHardware pcm playback is going to standby.
07-19 13:56:50.350    81   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
07-19 13:57:08.460 32650 32652 D dalvikvm: GC_CONCURRENT freed 305K, 5% free 9675K/10119K, paused 8ms+35ms
07-19 13:57:08.640   144   146 D dalvikvm: GC_CONCURRENT freed 1886K, 27% free 18594K/25415K, paused 15ms+15ms
07-19 13:57:08.643   144   174 I ActivityManager: Start proc com.google.android.maps.mytracks for service com.google.android.maps.mytracks/com.google.android.apps.mytracks.services.RemoveTempFilesService: pid=539 uid=10072 gids={3002, 3001, 3003, 1015}
07-19 13:57:08.940   539   539 I ActivityThread: Pub com.google.android.maps.mytracks.search: com.google.android.apps.mytracks.content.SearchEngineProvider
07-19 13:57:08.956   539   539 I ActivityThread: Pub com.google.android.maps.mytracks: com.google.android.apps.mytracks.content.MyTracksProvider
07-19 13:57:09.007 32650   538 W Gmail   : Successful index run, cancel next scheduled index run
07-19 13:57:09.026   539   539 D MyTracks: Enabling strict mode
07-19 13:57:09.272   539   540 D dalvikvm: GC_CONCURRENT freed 330K, 5% free 9182K/9607K, paused 13ms+5ms
07-19 13:57:09.393   539   539 D StrictMode: StrictMode policy violation; ~duration=279 ms: android.os.StrictMode$StrictModeDiskWriteViolation: policy=21 violation=1
07-19 13:57:09.393   539   539 D StrictMode: 	at android.os.StrictMode$AndroidBlockGuardPolicy.onWriteToDisk(StrictMode.java:1063)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteStatement.acquireAndLock(SQLiteStatement.java:226)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteStatement.executeUpdateDelete(SQLiteStatement.java:84)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.executeSql(SQLiteDatabase.java:1899)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.execSQL(SQLiteDatabase.java:1839)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.setPageSize(SQLiteDatabase.java:1297)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.openDatabase(SQLiteDatabase.java:995)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.openOrCreateDatabase(SQLiteDatabase.java:1051)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ContextImpl.openOrCreateDatabase(ContextImpl.java:770)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.content.ContextWrapper.openOrCreateDatabase(ContextWrapper.java:221)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteOpenHelper.getWritableDatabase(SQLiteOpenHelper.java:157)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.analytics.v.<init>(Unknown Source)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.analytics.v.<init>(Unknown Source)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.analytics.i.a(Unknown Source)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.mytracks.b.a.a(MT:43)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.mytracks.MyTracksApplication.onCreate(MT:42)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.Instrumentation.callApplicationOnCreate(Instrumentation.java:969)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:3954)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread.access$1300(ActivityThread.java:123)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1185)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.os.Handler.dispatchMessage(Handler.java:99)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.os.Looper.loop(Looper.java:137)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread.main(ActivityThread.java:4424)
07-19 13:57:09.393   539   539 D StrictMode: 	at java.lang.reflect.Method.invokeNative(Native Method)
07-19 13:57:09.393   539   539 D StrictMode: 	at java.lang.reflect.Method.invoke(Method.java:511)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:784)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:551)
07-19 13:57:09.393   539   539 D StrictMode: 	at dalvik.system.NativeStart.main(Native Method)
07-19 13:57:09.393   539   539 D StrictMode: StrictMode policy violation; ~duration=205 ms: android.os.StrictMode$StrictModeDiskWriteViolation: policy=21 violation=1
07-19 13:57:09.393   539   539 D StrictMode: 	at android.os.StrictMode$AndroidBlockGuardPolicy.onWriteToDisk(StrictMode.java:1063)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteStatement.acquireAndLock(SQLiteStatement.java:226)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteStatement.executeUpdateDelete(SQLiteStatement.java:84)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.executeSql(SQLiteDatabase.java:1899)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.execSQL(SQLiteDatabase.java:1839)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.beginTransaction(SQLiteDatabase.java:659)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.beginTransaction(SQLiteDatabase.java:552)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.analytics.v.a(Unknown Source)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.analytics.i.a(Unknown Source)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.mytracks.b.a.a(MT:45)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.mytracks.MyTracksApplication.onCreate(MT:42)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.Instrumentation.callApplicationOnCreate(Instrumentation.java:969)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:3954)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread.access$1300(ActivityThread.java:123)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1185)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.os.Handler.dispatchMessage(Handler.java:99)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.os.Looper.loop(Looper.java:137)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.app.ActivityThread.main(ActivityThread.java:4424)
07-19 13:57:09.393   539   539 D StrictMode: 	at java.lang.reflect.Method.invokeNative(Native Method)
07-19 13:57:09.393   539   539 D StrictMode: 	at java.lang.reflect.Method.invoke(Method.java:511)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:784)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:551)
07-19 13:57:09.393   539   539 D StrictMode: 	at dalvik.system.NativeStart.main(Native Method)
07-19 13:57:09.393   539   539 D StrictMode: StrictMode policy violation; ~duration=201 ms: android.os.StrictMode$StrictModeDiskWriteViolation: policy=21 violation=1
07-19 13:57:09.393   539   539 D StrictMode: 	at android.os.StrictMode$AndroidBlockGuardPolicy.onWriteToDisk(StrictMode.java:1063)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteStatement.acquireAndLock(SQLiteStatement.java:226)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteStatement.executeUpdateDelete(SQLiteStatement.java:84)
07-19 13:57:09.393   539   539 D StrictMode: 	at android.database.sqlite.SQLiteDatabase.delete(SQLiteDatabase.java:1741)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.analytics.v.a(Unknown Source)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.analytics.i.a(Unknown Source)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.mytracks.b.a.a(MT:45)
07-19 13:57:09.393   539   539 D StrictMode: 	at com.google.android.apps.mytracks.MyTracksApplication.onCreate(MT:42)
