04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/params/ConnRouteParams;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/HttpRouteDirector;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/BasicRouteDirector;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/RouteInfo;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/HttpRoute;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/HttpRoutePlanner;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/RouteInfo$LayerType;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/RouteInfo$TunnelType;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/routing/RouteTracker;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/scheme/HostNameResolver;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/scheme/PlainSocketFactory;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/scheme/Scheme;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/scheme/SchemeRegistry;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/ssl/X509HostnameVerifier;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/ssl/AbstractVerifier;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/ssl/AllowAllHostnameVerifier;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/ssl/BrowserCompatHostnameVerifier;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/ssl/SSLSocketFactory;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/ssl/StrictHostnameVerifier;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/conn/util/InetAddressUtils;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/Cookie;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/ClientCookie;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/CookieAttributeHandler;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/CookieIdentityComparator;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/CookieOrigin;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/CookiePathComparator;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/MalformedCookieException;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/CookieSpec;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/CookieSpecFactory;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/CookieSpecRegistry;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/SM;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/SetCookie;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/SetCookie2;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/cookie/params/CookieSpecParamBean;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/BasicHttpEntity;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/BufferedHttpEntity;' has an earlier definition; blocking out
04-24 13:21:18.656  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/ByteArrayEntity;' has an earlier definition; blocking out
04-24 13:21:18.660  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/ContentLengthStrategy;' has an earlier definition; blocking out
04-24 13:21:18.660  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/ContentProducer;' has an earlier definition; blocking out
04-24 13:21:18.660  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/EntityTemplate;' has an earlier definition; blocking out
04-24 13:21:18.660  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/FileEntity;' has an earlier definition; blocking out
04-24 13:21:18.660  3656  3656 D dalvikvm: DexOpt: 'Lorg/apache/http/entity/InputStreamEntity;' has an earlier definition; blocking out
