06-18 09:55:00.894   142   194 D NetworkPolicy: applying policy NetworkPolicy[NetworkTemplate: matchRule=MOBILE_ALL, subscriberId=valid]: cycleDay=8, warningBytes=2147483648, limitBytes=-1, lastSnooze=-1 to ifaces [rmnet0]
06-18 09:55:00.902   142   194 D NetworkPolicy: applying policy NetworkPolicy[NetworkTemplate: matchRule=MOBILE_ALL, subscriberId=valid]: cycleDay=8, warningBytes=2147483648, limitBytes=-1, lastSnooze=-1 to ifaces [rmnet0]
06-18 09:55:01.886  7294  7397 D dalvikvm: GC_FOR_ALLOC freed 1126K, 13% free 10672K/12231K, paused 58ms
06-18 09:55:03.882   142   202 D Tethering: MasterInitialState.processMessage what=3
06-18 09:55:03.968   142   159 I ActivityManager: Start proc android.process.media for broadcast com.android.providers.downloads/.DownloadReceiver: pid=7399 uid=10012 gids={1015, 1023, 1024, 2001, 3003, 3007}
06-18 09:55:03.972   142   202 D Tethering: MasterInitialState.processMessage what=3
06-18 09:55:04.082  7399  7399 I ActivityThread: Pub downloads: com.android.providers.downloads.DownloadProvider
06-18 09:55:04.121  7399  7399 I ActivityThread: Pub drm: com.android.providers.drm.DrmProvider
06-18 09:55:04.121  7399  7413 I DownloadManager: in removeSpuriousFiles
06-18 09:55:04.136  7399  7399 I ActivityThread: Pub media: com.android.providers.media.MediaProvider
06-18 09:55:04.277  7399  7413 I DownloadManager: deleting spurious file /cache/backup
06-18 09:55:04.320  1011  1013 D dalvikvm: GC_CONCURRENT freed 500K, 7% free 10578K/11335K, paused 8ms+3ms
06-18 09:55:04.425  7399  7401 D dalvikvm: GC_CONCURRENT freed 369K, 5% free 9166K/9607K, paused 2ms+2ms
06-18 09:55:04.472   142   362 I ActivityManager: Start proc com.google.android.gallery3d for broadcast com.google.android.gallery3d/com.google.android.picasasync.ConnectivityReceiver: pid=7417 uid=10017 gids={3003, 1015}
06-18 09:55:04.500    79    79 D dalvikvm: GC_EXPLICIT freed 37K, 4% free 9031K/9347K, paused 3ms+2ms
06-18 09:55:04.523    79    79 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9031K/9347K, paused 2ms+2ms
06-18 09:55:04.550   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=0, condition=100, published condition=100
06-18 09:55:04.582    79    79 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9031K/9347K, paused 1ms+4ms
06-18 09:55:04.609  1011  1013 D dalvikvm: GC_CONCURRENT freed 535K, 7% free 10559K/11335K, paused 4ms+155ms
06-18 09:55:04.636  7417  7417 I ActivityThread: Pub com.google.android.gallery3d.GooglePhotoProvider: com.google.android.picasasync.PicasaContentProvider
06-18 09:55:04.726  7417  7419 D dalvikvm: GC_CONCURRENT freed 418K, 6% free 9118K/9607K, paused 1ms+2ms
06-18 09:55:04.765  7417  7417 I ActivityThread: Pub com.google.android.gallery3d.provider: com.android.gallery3d.provider.GalleryProvider
06-18 09:55:04.820  1011  1013 D dalvikvm: GC_CONCURRENT freed 427K, 7% free 10568K/11335K, paused 4ms+34ms
06-18 09:55:04.832  7417  7419 D dalvikvm: GC_CONCURRENT freed 422K, 6% free 9191K/9735K, paused 2ms+3ms
06-18 09:55:04.859  7417  7417 D UploadsManager: load newPhotoTracker: null
06-18 09:55:04.859  7417  7417 D UploadsManager: load all accounts: null
06-18 09:55:04.859  7417  7417 D UploadsManager: load all account-album pairs: null
06-18 09:55:04.859  7417  7417 V PicasaContentProvider: querySettings: defaults: {sync_on_wifi_only=1, auto_upload_account_type=null, sync_on_battery=1, sync_picasa_on_wifi_only=1, auto_upload_enabled=0, video_upload_wifi_only=1, sync_on_roaming=0, auto_upload_account_name=null}
06-18 09:55:04.863  7417  7417 D UploadsManager:    settings not changed
06-18 09:55:04.871  7417  7432 D PicasaSync: sync account database
06-18 09:55:04.921   142  4377 I ActivityManager: Start proc com.google.android.apps.uploader for broadcast com.google.android.apps.uploader/.ConnectivityBroadcastReceiver: pid=7434 uid=10031 gids={3003}
06-18 09:55:04.933  7434  7434 I dalvikvm: Turning on JNI app bug workarounds for target SDK version 11...
06-18 09:55:04.980  7417  7432 D PicasaSync: accounts in DB=1
06-18 09:55:04.980  7417  7432 V PicasaContentProvider: querySettings: defaults: {sync_on_wifi_only=1, auto_upload_account_type=null, sync_on_battery=1, sync_picasa_on_wifi_only=1, auto_upload_enabled=0, video_upload_wifi_only=1, sync_on_roaming=0, auto_upload_account_name=null}
06-18 09:55:04.980  7417  7432 D PicasaSyncManager: active network: NetworkInfo: type: mobile[CDMA - EvDo rev. A], state: CONNECTED/CONNECTED, reason: (unspecified), extra: , roaming: false, failover: false, isAvailable: true
06-18 09:55:04.980  7417  7432 D PicasaSyncManager: background data: true
06-18 09:55:04.992  7434  7434 I ActivityThread: Pub com.google.android.apps.uploader: com.google.android.apps.uploader.UploadsContentProvider
06-18 09:55:04.996  7434  7434 I ActivityThread: Pub com.google.photos.provider.Album: com.google.android.apps.uploader.clients.picasa.AlbumProvider
06-18 09:55:05.000  7434  7434 D MediaUploader: UploaderApplication.onCreate
06-18 09:55:05.011  7417  7432 D PicasaSyncManager: battery info: false
06-18 09:55:05.074  7434  7434 D MediaUploader: nonWifiLimit=20971520, default=20971520
06-18 09:55:05.078  7434  7434 I MediaUploader: No need to wake up
06-18 09:55:05.109   142   385 I ActivityManager: Start proc com.google.android.apps.docs for broadcast com.google.android.apps.docs/.receivers.NetworkChangeReceiver: pid=7450 uid=10073 gids={3003, 1015, 1006}
06-18 09:55:05.246  7450  7450 I ActivityThread: Pub com.google.android.apps.docs.files: com.google.android.apps.docs.sync.filemanager.FileProvider
06-18 09:55:05.261  7450  7450 I ActivityThread: Pub com.google.android.apps.docs.doclist.search_suggest: com.google.android.apps.docs.doclist.DocListGlobalSearchSuggestionProvider
06-18 09:55:05.367  7450  7450 V /ContextScope.java:112: 09:55:05.362 main Contexts in the main scope map after inserting com.google.android.apps.docs.editors.EditorsApplication@4137c180: com.google.android.apps.docs.editors.EditorsApplication@4137c180
06-18 09:55:05.472  7450  7452 D dalvikvm: GC_CONCURRENT freed 229K, 4% free 9307K/9607K, paused 8ms+2ms
06-18 09:55:05.617  7450  7452 D dalvikvm: GC_CONCURRENT freed 500K, 6% free 9354K/9927K, paused 3ms+3ms
06-18 09:55:05.730  7450  7452 D dalvikvm: GC_CONCURRENT freed 518K, 7% free 9369K/9991K, paused 2ms+3ms
06-18 09:55:05.816  7450  7452 D dalvikvm: GC_CONCURRENT freed 470K, 6% free 9410K/9991K, paused 3ms+2ms
06-18 09:55:05.910  7450  7452 D dalvikvm: GC_CONCURRENT freed 535K, 7% free 9444K/10055K, paused 3ms+2ms
06-18 09:55:05.996  7450  7452 D dalvikvm: GC_CONCURRENT freed 477K, 6% free 9479K/10055K, paused 3ms+3ms
06-18 09:55:06.093  7450  7452 D dalvikvm: GC_CONCURRENT freed 537K, 7% free 9506K/10119K, paused 3ms+2ms
06-18 09:55:06.218  7450  7452 D dalvikvm: GC_CONCURRENT freed 438K, 6% free 9580K/10119K, paused 2ms+4ms
06-18 09:55:06.351  7450  7452 D dalvikvm: GC_CONCURRENT freed 397K, 6% free 9655K/10183K, paused 2ms+2ms
06-18 09:55:06.484  7450  7452 D dalvikvm: GC_CONCURRENT freed 471K, 6% free 9703K/10247K, paused 3ms+3ms
06-18 09:55:06.617  7450  7452 D dalvikvm: GC_CONCURRENT freed 451K, 6% free 9779K/10311K, paused 2ms+3ms
06-18 09:55:06.738  7450  7452 D dalvikvm: GC_CONCURRENT freed 509K, 6% free 9788K/10375K, paused 2ms+3ms
06-18 09:55:06.773  7450  7450 D /Ln.java:220: 09:55:06.774 main Configuring Logging, minimum log level is INFO
06-18 09:55:06.789  7450  7450 D DocListDatabase: openHelper points on new database: DocList.db
06-18 09:55:06.789  7450  7450 D DocListDatabase: in openWriteDatabase
06-18 09:55:06.836  7450  7450 W ND      : Could not load Finalizer in its own class loader. Loading Finalizer in the current class loader instead. As a result, you will not be able to garbage collect this class loader. To support reclaiming this class loader, either resolve the underlying issue, or move Google Collections to your system class path.
06-18 09:55:06.836  7450  7450 W ND      : java.io.FileNotFoundException: com/google/inject/internal/Finalizer.class
06-18 09:55:06.836  7450  7450 W ND      : 	at NE.a(FinalizableReferenceQueue.java:269)
06-18 09:55:06.836  7450  7450 W ND      : 	at NE.a(FinalizableReferenceQueue.java:253)
06-18 09:55:06.836  7450  7450 W ND      : 	at ND.a(FinalizableReferenceQueue.java:175)
06-18 09:55:06.836  7450  7450 W ND      : 	at ND.<clinit>(FinalizableReferenceQueue.java:100)
06-18 09:55:06.836  7450  7450 W ND      : 	at OT.<clinit>(MapMaker.java:787)
06-18 09:55:06.836  7450  7450 W ND      : 	at Ph.<init>(MapMaker.java:946)
06-18 09:55:06.836  7450  7450 W ND      : 	at Pb.a(MapMaker.java:312)
06-18 09:55:06.836  7450  7450 W ND      : 	at OX.a(MapMaker.java:498)
06-18 09:55:06.836  7450  7450 W ND      : 	at OX.a(MapMaker.java:419)
06-18 09:55:06.836  7450  7450 W ND      : 	at Nb.get(CustomConcurrentHashMap.java:2029)
06-18 09:55:06.836  7450  7450 W ND      : 	at MM.a(BytecodeGen.java:149)
06-18 09:55:06.836  7450  7450 W ND      : 	at MM.a(BytecodeGen.java:132)
06-18 09:55:06.836  7450  7450 W ND      : 	at MX.a(ConstructionContext.java:80)
06-18 09:55:06.836  7450  7450 W ND      : 	at KG.a(ConstructorInjector.java:70)
06-18 09:55:06.836  7450  7450 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-18 09:55:06.836  7450  7450 W ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-18 09:55:06.836  7450  7450 W ND      : 	at Li.a(InjectorImpl.java:811)
06-18 09:55:06.836  7450  7450 W ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-18 09:55:06.836  7450  7450 W ND      : 	at Mc.a(Scopes.java:54)
06-18 09:55:06.836  7450  7450 W ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-18 09:55:06.836  7450  7450 W ND      : 	at KR.a(FactoryProxy.java:56)
06-18 09:55:06.836  7450  7450 W ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-18 09:55:06.836  7450  7450 W ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-18 09:55:06.836  7450  7450 W ND      : 	at KG.a(ConstructorInjector.java:84)
06-18 09:55:06.836  7450  7450 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-18 09:55:06.836  7450  7450 W ND      : 	at KR.a(FactoryProxy.java:56)
06-18 09:55:06.836  7450  7450 W ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-18 09:55:06.836  7450  7450 W ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-18 09:55:06.836  7450  7450 W ND      : 	at KG.a(ConstructorInjector.java:84)
06-18 09:55:06.836  7450  7450 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-18 09:55:06.836  7450  7450 W ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-18 09:55:06.836  7450  7450 W ND      : 	at Li.a(InjectorImpl.java:811)
06-18 09:55:06.836  7450  7450 W ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-18 09:55:06.836  7450  7450 W ND      : 	at Mc.a(Scopes.java:54)
06-18 09:55:06.836  7450  7450 W ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-18 09:55:06.836  7450  7450 W ND      : 	at Lg.a(InjectorBuilder.java:200)
06-18 09:55:06.836  7450  7450 W ND      : 	at Lg.a(InjectorBuilder.java:194)
06-18 09:55:06.836  7450  7450 W ND      : 	at Li.a(InjectorImpl.java:804)
06-18 09:55:06.836  7450  7450 W ND      : 	at Lf.a(InjectorBuilder.java:194)
06-18 09:55:06.836  7450  7450 W ND      : 	at Lf.b(InjectorBuilder.java:176)
06-18 09:55:06.836  7450  7450 W ND      : 	at Lf.a(InjectorBuilder.java:113)
06-18 09:55:06.836  7450  7450 W ND      : 	at KS.a(Guice.java:92)
06-18 09:55:06.836  7450  7450 W ND      : 	at roboguice.application.RoboApplication.b(RoboApplication.java:146)
06-18 09:55:06.836  7450  7450 W ND      : 	at roboguice.application.RoboApplication.a(RoboApplication.java:84)
06-18 09:55:06.836  7450  7450 W ND      : 	at com.google.android.apps.docs.GuiceContentProvider.a(GuiceContentProvider.java:36)
06-18 09:55:06.836  7450  7450 W ND      : 	at com.google.android.apps.docs.GuiceContentProvider.onCreate(GuiceContentProvider.java:27)
06-18 09:55:06.836  7450  7450 W ND      : 	at com.google.android.apps.docs.doclist.BaseSearchSuggestionProvider.onCreate(BaseSearchSuggestionProvider.java:88)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.content.ContentProvider.attachInfo(ContentProvider.java:944)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.app.ActivityThread.installProvider(ActivityThread.java:4237)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.app.ActivityThread.installContentProviders(ActivityThread.java:3992)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:3946)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.app.ActivityThread.access$1300(ActivityThread.java:123)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1185)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.os.Handler.dispatchMessage(Handler.java:99)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.os.Looper.loop(Looper.java:137)
06-18 09:55:06.836  7450  7450 W ND      : 	at android.app.ActivityThread.main(ActivityThread.java:4424)
06-18 09:55:06.836  7450  7450 W ND      : 	at java.lang.reflect.Method.invokeNative(Native Method)
06-18 09:55:06.836  7450  7450 W ND      : 	at java.lang.reflect.Method.invoke(Method.java:511)
06-18 09:55:06.836  7450  7450 W ND      : 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:784)
06-18 09:55:06.836  7450  7450 W ND      : 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:551)
06-18 09:55:06.836  7450  7450 W ND      : 	at dalvik.system.NativeStart.main(Native Method)
06-18 09:55:06.859  7450  7452 D dalvikvm: GC_CONCURRENT freed 432K, 5% free 9860K/10375K, paused 2ms+3ms
06-18 09:55:06.863  7450  7450 I ND      : Failed to start reference finalizer thread. Reference cleanup will only occur when new references are created.
06-18 09:55:06.863  7450  7450 I ND      : java.lang.reflect.InvocationTargetException
06-18 09:55:06.863  7450  7450 I ND      : 	at java.lang.reflect.Method.invokeNative(Native Method)
06-18 09:55:06.863  7450  7450 I ND      : 	at java.lang.reflect.Method.invoke(Method.java:511)
06-18 09:55:06.863  7450  7450 I ND      : 	at ND.<init>(FinalizableReferenceQueue.java:124)
06-18 09:55:06.863  7450  7450 I ND      : 	at OT.<clinit>(MapMaker.java:787)
06-18 09:55:06.863  7450  7450 I ND      : 	at Ph.<init>(MapMaker.java:946)
06-18 09:55:06.863  7450  7450 I ND      : 	at Pb.a(MapMaker.java:312)
06-18 09:55:06.863  7450  7450 I ND      : 	at OX.a(MapMaker.java:498)
06-18 09:55:06.863  7450  7450 I ND      : 	at OX.a(MapMaker.java:419)
06-18 09:55:06.863  7450  7450 I ND      : 	at Nb.get(CustomConcurrentHashMap.java:2029)
06-18 09:55:06.863  7450  7450 I ND      : 	at MM.a(BytecodeGen.java:149)
06-18 09:55:06.863  7450  7450 I ND      : 	at MM.a(BytecodeGen.java:132)
06-18 09:55:06.863  7450  7450 I ND      : 	at MX.a(ConstructionContext.java:80)
06-18 09:55:06.863  7450  7450 I ND      : 	at KG.a(ConstructorInjector.java:70)
06-18 09:55:06.863  7450  7450 I ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-18 09:55:06.863  7450  7450 I ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-18 09:55:06.863  7450  7450 I ND      : 	at Li.a(InjectorImpl.java:811)
06-18 09:55:06.863  7450  7450 I ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-18 09:55:06.863  7450  7450 I ND      : 	at Mc.a(Scopes.java:54)
06-18 09:55:06.863  7450  7450 I ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-18 09:55:06.863  7450  7450 I ND      : 	at KR.a(FactoryProxy.java:56)
06-18 09:55:06.863  7450  7450 I ND      : 	at Mi.a(SingleParameterInjector.java:42)
